,interest,fy,unemployment,inflation
3991,3.56,1994,6.1,2.61
3992,3.56,1994,6.4,2.61
3993,3.56,1994,6.5,2.61
3994,3.56,1994,6.6,2.61
3995,3.56,1994,6.6,2.61
3996,3.34,1994,5.5,2.61
3997,3.34,1994,5.6,2.61
3998,3.34,1994,5.8,2.61
3999,3.34,1994,5.9,2.61
4000,3.34,1994,6.0,2.61
4001,3.34,1994,6.1,2.61
4002,3.34,1994,6.1,2.61
4003,3.34,1994,6.1,2.61
4004,3.34,1994,6.4,2.61
4005,3.34,1994,6.5,2.61
4006,3.34,1994,6.6,2.61
4007,3.34,1994,6.6,2.61
4008,3.25,1994,5.5,2.61
4009,3.25,1994,5.6,2.61
4010,3.25,1994,5.8,2.61
4011,3.25,1994,5.9,2.61
4012,3.25,1994,6.0,2.61
4013,3.25,1994,6.1,2.61
4014,3.25,1994,6.1,2.61
4015,3.25,1994,6.1,2.61
4016,3.25,1994,6.4,2.61
4017,3.25,1994,6.5,2.61
4018,3.25,1994,6.6,2.61
4019,3.25,1994,6.6,2.61
4020,3.05,1994,5.5,2.61
4021,3.05,1994,5.6,2.61
4022,3.05,1994,5.8,2.61
4023,3.05,1994,5.9,2.61
4024,3.05,1994,6.0,2.61
4025,3.05,1994,6.1,2.61
4026,3.05,1994,6.1,2.61
4027,3.05,1994,6.1,2.61
4028,3.05,1994,6.4,2.61
4029,3.05,1994,6.5,2.61
4030,3.05,1994,6.6,2.61
4031,3.05,1994,6.6,2.61
4032,2.96,1993,6.5,2.95
4033,2.96,1993,6.6,2.95
4034,2.96,1993,6.8,2.95
4035,2.96,1993,6.7,2.95
4036,2.96,1993,6.8,2.95
4037,2.96,1993,6.9,2.95
4038,2.96,1993,7.0,2.95
4039,2.96,1993,7.1,2.95
4040,2.96,1993,7.1,2.95
4041,2.96,1993,7.0,2.95
4042,2.96,1993,7.1,2.95
4043,2.96,1993,7.3,2.95
4044,3.02,1993,6.5,2.95
4045,3.02,1993,6.6,2.95
4046,3.02,1993,6.8,2.95
4047,3.02,1993,6.7,2.95
4048,3.02,1993,6.8,2.95
4049,3.02,1993,6.9,2.95
4050,3.02,1993,7.0,2.95
4051,3.02,1993,7.1,2.95
4052,3.02,1993,7.1,2.95
4053,3.02,1993,7.0,2.95
4054,3.02,1993,7.1,2.95
4055,3.02,1993,7.3,2.95
4056,2.99,1993,6.5,2.95
4057,2.99,1993,6.6,2.95
4058,2.99,1993,6.8,2.95
4059,2.99,1993,6.7,2.95
4060,2.99,1993,6.8,2.95
4061,2.99,1993,6.9,2.95
4062,2.99,1993,7.0,2.95
4063,2.99,1993,7.1,2.95
4064,2.99,1993,7.1,2.95
4065,2.99,1993,7.0,2.95
4066,2.99,1993,7.1,2.95
4067,2.99,1993,7.3,2.95
4068,3.09,1993,6.5,2.95
4069,3.09,1993,6.6,2.95
4070,3.09,1993,6.8,2.95
4071,3.09,1993,6.7,2.95
4072,3.09,1993,6.8,2.95
4073,3.09,1993,6.9,2.95
4074,3.09,1993,7.0,2.95
4075,3.09,1993,7.1,2.95
4076,3.09,1993,7.1,2.95
4077,3.09,1993,7.0,2.95
4078,3.09,1993,7.1,2.95
4079,3.09,1993,7.3,2.95
4080,3.03,1993,6.5,2.95
4081,3.03,1993,6.6,2.95
4082,3.03,1993,6.8,2.95
4083,3.03,1993,6.7,2.95
4084,3.03,1993,6.8,2.95
4085,3.03,1993,6.9,2.95
4086,3.03,1993,7.0,2.95
4087,3.03,1993,7.1,2.95
4088,3.03,1993,7.1,2.95
4089,3.03,1993,7.0,2.95
4090,3.03,1993,7.1,2.95
4091,3.03,1993,7.3,2.95
4092,3.06,1993,6.5,2.95
4093,3.06,1993,6.6,2.95
4094,3.06,1993,6.8,2.95
4095,3.06,1993,6.7,2.95
4096,3.06,1993,6.8,2.95
4097,3.06,1993,6.9,2.95
4098,3.06,1993,7.0,2.95
4099,3.06,1993,7.1,2.95
4100,3.06,1993,7.1,2.95
4101,3.06,1993,7.0,2.95
4102,3.06,1993,7.1,2.95
4103,3.06,1993,7.3,2.95
4104,3.04,1993,6.5,2.95
4105,3.04,1993,6.6,2.95
4106,3.04,1993,6.8,2.95
4107,3.04,1993,6.7,2.95
4108,3.04,1993,6.8,2.95
4109,3.04,1993,6.9,2.95
4110,3.04,1993,7.0,2.95
4111,3.04,1993,7.1,2.95
4112,3.04,1993,7.1,2.95
4113,3.04,1993,7.0,2.95
4114,3.04,1993,7.1,2.95
4115,3.04,1993,7.3,2.95
4116,3.0,1993,6.5,2.95
4117,3.0,1993,6.6,2.95
4118,3.0,1993,6.8,2.95
4119,3.0,1993,6.7,2.95
4120,3.0,1993,6.8,2.95
4121,3.0,1993,6.9,2.95
4122,3.0,1993,7.0,2.95
4123,3.0,1993,7.1,2.95
4124,3.0,1993,7.1,2.95
4125,3.0,1993,7.0,2.95
4126,3.0,1993,7.1,2.95
4127,3.0,1993,7.3,2.95
4128,2.96,1993,6.5,2.95
4129,2.96,1993,6.6,2.95
4130,2.96,1993,6.8,2.95
4131,2.96,1993,6.7,2.95
4132,2.96,1993,6.8,2.95
4133,2.96,1993,6.9,2.95
4134,2.96,1993,7.0,2.95
4135,2.96,1993,7.1,2.95
4136,2.96,1993,7.1,2.95
4137,2.96,1993,7.0,2.95
4138,2.96,1993,7.1,2.95
4139,2.96,1993,7.3,2.95
4140,3.07,1993,6.5,2.95
4141,3.07,1993,6.6,2.95
4142,3.07,1993,6.8,2.95
4143,3.07,1993,6.7,2.95
4144,3.07,1993,6.8,2.95
4145,3.07,1993,6.9,2.95
4146,3.07,1993,7.0,2.95
4147,3.07,1993,7.1,2.95
4148,3.07,1993,7.1,2.95
4149,3.07,1993,7.0,2.95
4150,3.07,1993,7.1,2.95
4151,3.07,1993,7.3,2.95
4152,3.03,1993,6.5,2.95
4153,3.03,1993,6.6,2.95
4154,3.03,1993,6.8,2.95
4155,3.03,1993,6.7,2.95
4156,3.03,1993,6.8,2.95
4157,3.03,1993,6.9,2.95
4158,3.03,1993,7.0,2.95
4159,3.03,1993,7.1,2.95
4160,3.03,1993,7.1,2.95
4161,3.03,1993,7.0,2.95
4162,3.03,1993,7.1,2.95
4163,3.03,1993,7.3,2.95
4164,3.02,1993,6.5,2.95
4165,3.02,1993,6.6,2.95
4166,3.02,1993,6.8,2.95
4167,3.02,1993,6.7,2.95
4168,3.02,1993,6.8,2.95
4169,3.02,1993,6.9,2.95
4170,3.02,1993,7.0,2.95
4171,3.02,1993,7.1,2.95
4172,3.02,1993,7.1,2.95
4173,3.02,1993,7.0,2.95
4174,3.02,1993,7.1,2.95
4175,3.02,1993,7.3,2.95
4176,2.92,1992,7.4,3.03
4177,2.92,1992,7.4,3.03
4178,2.92,1992,7.3,3.03
4179,2.92,1992,7.6,3.03
4180,2.92,1992,7.6,3.03
4181,2.92,1992,7.7,3.03
4182,2.92,1992,7.8,3.03
4183,2.92,1992,7.6,3.03
4184,2.92,1992,7.4,3.03
4185,2.92,1992,7.4,3.03
4186,2.92,1992,7.4,3.03
4187,2.92,1992,7.3,3.03
4188,3.09,1992,7.4,3.03
4189,3.09,1992,7.4,3.03
4190,3.09,1992,7.3,3.03
4191,3.09,1992,7.6,3.03
4192,3.09,1992,7.6,3.03
4193,3.09,1992,7.7,3.03
4194,3.09,1992,7.8,3.03
4195,3.09,1992,7.6,3.03
4196,3.09,1992,7.4,3.03
4197,3.09,1992,7.4,3.03
4198,3.09,1992,7.4,3.03
4199,3.09,1992,7.3,3.03
4200,3.1,1992,7.4,3.03
4201,3.1,1992,7.4,3.03
4202,3.1,1992,7.3,3.03
4203,3.1,1992,7.6,3.03
4204,3.1,1992,7.6,3.03
4205,3.1,1992,7.7,3.03
4206,3.1,1992,7.8,3.03
4207,3.1,1992,7.6,3.03
4208,3.1,1992,7.4,3.03
4209,3.1,1992,7.4,3.03
4210,3.1,1992,7.4,3.03
4211,3.1,1992,7.3,3.03
4212,3.22,1992,7.4,3.03
4213,3.22,1992,7.4,3.03
4214,3.22,1992,7.3,3.03
4215,3.22,1992,7.6,3.03
4216,3.22,1992,7.6,3.03
4217,3.22,1992,7.7,3.03
4218,3.22,1992,7.8,3.03
4219,3.22,1992,7.6,3.03
4220,3.22,1992,7.4,3.03
4221,3.22,1992,7.4,3.03
4222,3.22,1992,7.4,3.03
4223,3.22,1992,7.3,3.03
4224,3.3,1992,7.4,3.03
4225,3.3,1992,7.4,3.03
4226,3.3,1992,7.3,3.03
4227,3.3,1992,7.6,3.03
4228,3.3,1992,7.6,3.03
4229,3.3,1992,7.7,3.03
4230,3.3,1992,7.8,3.03
4231,3.3,1992,7.6,3.03
4232,3.3,1992,7.4,3.03
4233,3.3,1992,7.4,3.03
4234,3.3,1992,7.4,3.03
4235,3.3,1992,7.3,3.03
4236,3.25,1992,7.4,3.03
4237,3.25,1992,7.4,3.03
4238,3.25,1992,7.3,3.03
4239,3.25,1992,7.6,3.03
4240,3.25,1992,7.6,3.03
4241,3.25,1992,7.7,3.03
4242,3.25,1992,7.8,3.03
4243,3.25,1992,7.6,3.03
4244,3.25,1992,7.4,3.03
4245,3.25,1992,7.4,3.03
4246,3.25,1992,7.4,3.03
4247,3.25,1992,7.3,3.03
4248,3.76,1992,7.4,3.03
4249,3.76,1992,7.4,3.03
4250,3.76,1992,7.3,3.03
4251,3.76,1992,7.6,3.03
4252,3.76,1992,7.6,3.03
4253,3.76,1992,7.7,3.03
4254,3.76,1992,7.8,3.03
4255,3.76,1992,7.6,3.03
4256,3.76,1992,7.4,3.03
4257,3.76,1992,7.4,3.03
4258,3.76,1992,7.4,3.03
4259,3.76,1992,7.3,3.03
4260,3.82,1992,7.4,3.03
4261,3.82,1992,7.4,3.03
4262,3.82,1992,7.3,3.03
4263,3.82,1992,7.6,3.03
4264,3.82,1992,7.6,3.03
4265,3.82,1992,7.7,3.03
4266,3.82,1992,7.8,3.03
4267,3.82,1992,7.6,3.03
4268,3.82,1992,7.4,3.03
4269,3.82,1992,7.4,3.03
4270,3.82,1992,7.4,3.03
4271,3.82,1992,7.3,3.03
4272,3.73,1992,7.4,3.03
4273,3.73,1992,7.4,3.03
4274,3.73,1992,7.3,3.03
4275,3.73,1992,7.6,3.03
4276,3.73,1992,7.6,3.03
4277,3.73,1992,7.7,3.03
4278,3.73,1992,7.8,3.03
4279,3.73,1992,7.6,3.03
4280,3.73,1992,7.4,3.03
4281,3.73,1992,7.4,3.03
4282,3.73,1992,7.4,3.03
4283,3.73,1992,7.3,3.03
4284,3.98,1992,7.4,3.03
4285,3.98,1992,7.4,3.03
4286,3.98,1992,7.3,3.03
4287,3.98,1992,7.6,3.03
4288,3.98,1992,7.6,3.03
4289,3.98,1992,7.7,3.03
4290,3.98,1992,7.8,3.03
4291,3.98,1992,7.6,3.03
4292,3.98,1992,7.4,3.03
4293,3.98,1992,7.4,3.03
4294,3.98,1992,7.4,3.03
4295,3.98,1992,7.3,3.03
4296,4.06,1992,7.4,3.03
4297,4.06,1992,7.4,3.03
4298,4.06,1992,7.3,3.03
4299,4.06,1992,7.6,3.03
4300,4.06,1992,7.6,3.03
4301,4.06,1992,7.7,3.03
4302,4.06,1992,7.8,3.03
4303,4.06,1992,7.6,3.03
4304,4.06,1992,7.4,3.03
4305,4.06,1992,7.4,3.03
4306,4.06,1992,7.4,3.03
4307,4.06,1992,7.3,3.03
4308,4.03,1992,7.4,3.03
4309,4.03,1992,7.4,3.03
4310,4.03,1992,7.3,3.03
4311,4.03,1992,7.6,3.03
4312,4.03,1992,7.6,3.03
4313,4.03,1992,7.7,3.03
4314,4.03,1992,7.8,3.03
4315,4.03,1992,7.6,3.03
4316,4.03,1992,7.4,3.03
4317,4.03,1992,7.4,3.03
4318,4.03,1992,7.4,3.03
4319,4.03,1992,7.3,3.03
4320,4.43,1991,7.3,4.23
4321,4.43,1991,7.0,4.23
4322,4.43,1991,7.0,4.23
4323,4.43,1991,6.9,4.23
4324,4.43,1991,6.9,4.23
4325,4.43,1991,6.8,4.23
4326,4.43,1991,6.9,4.23
4327,4.43,1991,6.9,4.23
4328,4.43,1991,6.7,4.23
4329,4.43,1991,6.8,4.23
4330,4.43,1991,6.6,4.23
4331,4.43,1991,6.4,4.23
4332,4.81,1991,7.3,4.23
4333,4.81,1991,7.0,4.23
4334,4.81,1991,7.0,4.23
4335,4.81,1991,6.9,4.23
4336,4.81,1991,6.9,4.23
4337,4.81,1991,6.8,4.23
4338,4.81,1991,6.9,4.23
4339,4.81,1991,6.9,4.23
4340,4.81,1991,6.7,4.23
4341,4.81,1991,6.8,4.23
4342,4.81,1991,6.6,4.23
4343,4.81,1991,6.4,4.23
4344,5.21,1991,7.3,4.23
4345,5.21,1991,7.0,4.23
4346,5.21,1991,7.0,4.23
4347,5.21,1991,6.9,4.23
4348,5.21,1991,6.9,4.23
4349,5.21,1991,6.8,4.23
4350,5.21,1991,6.9,4.23
4351,5.21,1991,6.9,4.23
4352,5.21,1991,6.7,4.23
4353,5.21,1991,6.8,4.23
4354,5.21,1991,6.6,4.23
4355,5.21,1991,6.4,4.23
4356,5.45,1991,7.3,4.23
4357,5.45,1991,7.0,4.23
4358,5.45,1991,7.0,4.23
4359,5.45,1991,6.9,4.23
4360,5.45,1991,6.9,4.23
4361,5.45,1991,6.8,4.23
4362,5.45,1991,6.9,4.23
4363,5.45,1991,6.9,4.23
4364,5.45,1991,6.7,4.23
4365,5.45,1991,6.8,4.23
4366,5.45,1991,6.6,4.23
4367,5.45,1991,6.4,4.23
4368,5.66,1991,7.3,4.23
4369,5.66,1991,7.0,4.23
4370,5.66,1991,7.0,4.23
4371,5.66,1991,6.9,4.23
4372,5.66,1991,6.9,4.23
4373,5.66,1991,6.8,4.23
4374,5.66,1991,6.9,4.23
4375,5.66,1991,6.9,4.23
4376,5.66,1991,6.7,4.23
4377,5.66,1991,6.8,4.23
4378,5.66,1991,6.6,4.23
4379,5.66,1991,6.4,4.23
4380,5.82,1991,7.3,4.23
4381,5.82,1991,7.0,4.23
4382,5.82,1991,7.0,4.23
4383,5.82,1991,6.9,4.23
4384,5.82,1991,6.9,4.23
4385,5.82,1991,6.8,4.23
4386,5.82,1991,6.9,4.23
4387,5.82,1991,6.9,4.23
4388,5.82,1991,6.7,4.23
4389,5.82,1991,6.8,4.23
4390,5.82,1991,6.6,4.23
4391,5.82,1991,6.4,4.23
4392,5.9,1991,7.3,4.23
4393,5.9,1991,7.0,4.23
4394,5.9,1991,7.0,4.23
4395,5.9,1991,6.9,4.23
4396,5.9,1991,6.9,4.23
4397,5.9,1991,6.8,4.23
4398,5.9,1991,6.9,4.23
4399,5.9,1991,6.9,4.23
4400,5.9,1991,6.7,4.23
4401,5.9,1991,6.8,4.23
4402,5.9,1991,6.6,4.23
4403,5.9,1991,6.4,4.23
4404,5.78,1991,7.3,4.23
4405,5.78,1991,7.0,4.23
4406,5.78,1991,7.0,4.23
4407,5.78,1991,6.9,4.23
4408,5.78,1991,6.9,4.23
4409,5.78,1991,6.8,4.23
4410,5.78,1991,6.9,4.23
4411,5.78,1991,6.9,4.23
4412,5.78,1991,6.7,4.23
4413,5.78,1991,6.8,4.23
4414,5.78,1991,6.6,4.23
4415,5.78,1991,6.4,4.23
4416,5.91,1991,7.3,4.23
4417,5.91,1991,7.0,4.23
4418,5.91,1991,7.0,4.23
4419,5.91,1991,6.9,4.23
4420,5.91,1991,6.9,4.23
4421,5.91,1991,6.8,4.23
4422,5.91,1991,6.9,4.23
4423,5.91,1991,6.9,4.23
4424,5.91,1991,6.7,4.23
4425,5.91,1991,6.8,4.23
4426,5.91,1991,6.6,4.23
4427,5.91,1991,6.4,4.23
4428,6.12,1991,7.3,4.23
4429,6.12,1991,7.0,4.23
4430,6.12,1991,7.0,4.23
4431,6.12,1991,6.9,4.23
4432,6.12,1991,6.9,4.23
4433,6.12,1991,6.8,4.23
4434,6.12,1991,6.9,4.23
4435,6.12,1991,6.9,4.23
4436,6.12,1991,6.7,4.23
4437,6.12,1991,6.8,4.23
4438,6.12,1991,6.6,4.23
4439,6.12,1991,6.4,4.23
4440,6.25,1991,7.3,4.23
4441,6.25,1991,7.0,4.23
4442,6.25,1991,7.0,4.23
4443,6.25,1991,6.9,4.23
4444,6.25,1991,6.9,4.23
4445,6.25,1991,6.8,4.23
4446,6.25,1991,6.9,4.23
4447,6.25,1991,6.9,4.23
4448,6.25,1991,6.7,4.23
4449,6.25,1991,6.8,4.23
4450,6.25,1991,6.6,4.23
4451,6.25,1991,6.4,4.23
4452,6.91,1991,7.3,4.23
4453,6.91,1991,7.0,4.23
4454,6.91,1991,7.0,4.23
4455,6.91,1991,6.9,4.23
4456,6.91,1991,6.9,4.23
4457,6.91,1991,6.8,4.23
4458,6.91,1991,6.9,4.23
4459,6.91,1991,6.9,4.23
4460,6.91,1991,6.7,4.23
4461,6.91,1991,6.8,4.23
4462,6.91,1991,6.6,4.23
4463,6.91,1991,6.4,4.23
4464,7.31,1990,6.3,5.4
4465,7.31,1990,6.2,5.4
4466,7.31,1990,5.9,5.4
4467,7.31,1990,5.9,5.4
4468,7.31,1990,5.7,5.4
4469,7.31,1990,5.5,5.4
4470,7.31,1990,5.2,5.4
4471,7.31,1990,5.4,5.4
4472,7.31,1990,5.4,5.4
4473,7.31,1990,5.2,5.4
4474,7.31,1990,5.3,5.4
4475,7.31,1990,5.4,5.4
4476,7.81,1990,6.3,5.4
4477,7.81,1990,6.2,5.4
4478,7.81,1990,5.9,5.4
4479,7.81,1990,5.9,5.4
4480,7.81,1990,5.7,5.4
4481,7.81,1990,5.5,5.4
4482,7.81,1990,5.2,5.4
4483,7.81,1990,5.4,5.4
4484,7.81,1990,5.4,5.4
4485,7.81,1990,5.2,5.4
4486,7.81,1990,5.3,5.4
4487,7.81,1990,5.4,5.4
4488,8.11,1990,6.3,5.4
4489,8.11,1990,6.2,5.4
4490,8.11,1990,5.9,5.4
4491,8.11,1990,5.9,5.4
4492,8.11,1990,5.7,5.4
4493,8.11,1990,5.5,5.4
4494,8.11,1990,5.2,5.4
4495,8.11,1990,5.4,5.4
4496,8.11,1990,5.4,5.4
4497,8.11,1990,5.2,5.4
4498,8.11,1990,5.3,5.4
4499,8.11,1990,5.4,5.4
4500,8.2,1990,6.3,5.4
4501,8.2,1990,6.2,5.4
4502,8.2,1990,5.9,5.4
4503,8.2,1990,5.9,5.4
4504,8.2,1990,5.7,5.4
4505,8.2,1990,5.5,5.4
4506,8.2,1990,5.2,5.4
4507,8.2,1990,5.4,5.4
4508,8.2,1990,5.4,5.4
4509,8.2,1990,5.2,5.4
4510,8.2,1990,5.3,5.4
4511,8.2,1990,5.4,5.4
4512,8.13,1990,6.3,5.4
4513,8.13,1990,6.2,5.4
4514,8.13,1990,5.9,5.4
4515,8.13,1990,5.9,5.4
4516,8.13,1990,5.7,5.4
4517,8.13,1990,5.5,5.4
4518,8.13,1990,5.2,5.4
4519,8.13,1990,5.4,5.4
4520,8.13,1990,5.4,5.4
4521,8.13,1990,5.2,5.4
4522,8.13,1990,5.3,5.4
4523,8.13,1990,5.4,5.4
4524,8.15,1990,6.3,5.4
4525,8.15,1990,6.2,5.4
4526,8.15,1990,5.9,5.4
4527,8.15,1990,5.9,5.4
4528,8.15,1990,5.7,5.4
4529,8.15,1990,5.5,5.4
4530,8.15,1990,5.2,5.4
4531,8.15,1990,5.4,5.4
4532,8.15,1990,5.4,5.4
4533,8.15,1990,5.2,5.4
4534,8.15,1990,5.3,5.4
4535,8.15,1990,5.4,5.4
4536,8.29,1990,6.3,5.4
4537,8.29,1990,6.2,5.4
4538,8.29,1990,5.9,5.4
4539,8.29,1990,5.9,5.4
4540,8.29,1990,5.7,5.4
4541,8.29,1990,5.5,5.4
4542,8.29,1990,5.2,5.4
4543,8.29,1990,5.4,5.4
4544,8.29,1990,5.4,5.4
4545,8.29,1990,5.2,5.4
4546,8.29,1990,5.3,5.4
4547,8.29,1990,5.4,5.4
4548,8.18,1990,6.3,5.4
4549,8.18,1990,6.2,5.4
4550,8.18,1990,5.9,5.4
4551,8.18,1990,5.9,5.4
4552,8.18,1990,5.7,5.4
4553,8.18,1990,5.5,5.4
4554,8.18,1990,5.2,5.4
4555,8.18,1990,5.4,5.4
4556,8.18,1990,5.4,5.4
4557,8.18,1990,5.2,5.4
4558,8.18,1990,5.3,5.4
4559,8.18,1990,5.4,5.4
4560,8.26,1990,6.3,5.4
4561,8.26,1990,6.2,5.4
4562,8.26,1990,5.9,5.4
4563,8.26,1990,5.9,5.4
4564,8.26,1990,5.7,5.4
4565,8.26,1990,5.5,5.4
4566,8.26,1990,5.2,5.4
4567,8.26,1990,5.4,5.4
4568,8.26,1990,5.4,5.4
4569,8.26,1990,5.2,5.4
4570,8.26,1990,5.3,5.4
4571,8.26,1990,5.4,5.4
4572,8.28,1990,6.3,5.4
4573,8.28,1990,6.2,5.4
4574,8.28,1990,5.9,5.4
4575,8.28,1990,5.9,5.4
4576,8.28,1990,5.7,5.4
4577,8.28,1990,5.5,5.4
4578,8.28,1990,5.2,5.4
4579,8.28,1990,5.4,5.4
4580,8.28,1990,5.4,5.4
4581,8.28,1990,5.2,5.4
4582,8.28,1990,5.3,5.4
4583,8.28,1990,5.4,5.4
4584,8.24,1990,6.3,5.4
4585,8.24,1990,6.2,5.4
4586,8.24,1990,5.9,5.4
4587,8.24,1990,5.9,5.4
4588,8.24,1990,5.7,5.4
4589,8.24,1990,5.5,5.4
4590,8.24,1990,5.2,5.4
4591,8.24,1990,5.4,5.4
4592,8.24,1990,5.4,5.4
4593,8.24,1990,5.2,5.4
4594,8.24,1990,5.3,5.4
4595,8.24,1990,5.4,5.4
4596,8.23,1990,6.3,5.4
4597,8.23,1990,6.2,5.4
4598,8.23,1990,5.9,5.4
4599,8.23,1990,5.9,5.4
4600,8.23,1990,5.7,5.4
4601,8.23,1990,5.5,5.4
4602,8.23,1990,5.2,5.4
4603,8.23,1990,5.4,5.4
4604,8.23,1990,5.4,5.4
4605,8.23,1990,5.2,5.4
4606,8.23,1990,5.3,5.4
4607,8.23,1990,5.4,5.4
4608,8.45,1989,5.4,4.83
4609,8.45,1989,5.4,4.83
4610,8.45,1989,5.3,4.83
4611,8.45,1989,5.3,4.83
4612,8.45,1989,5.2,4.83
4613,8.45,1989,5.2,4.83
4614,8.45,1989,5.3,4.83
4615,8.45,1989,5.2,4.83
4616,8.45,1989,5.2,4.83
4617,8.45,1989,5.0,4.83
4618,8.45,1989,5.2,4.83
4619,8.45,1989,5.4,4.83
4620,8.55,1989,5.4,4.83
4621,8.55,1989,5.4,4.83
4622,8.55,1989,5.3,4.83
4623,8.55,1989,5.3,4.83
4624,8.55,1989,5.2,4.83
4625,8.55,1989,5.2,4.83
4626,8.55,1989,5.3,4.83
4627,8.55,1989,5.2,4.83
4628,8.55,1989,5.2,4.83
4629,8.55,1989,5.0,4.83
4630,8.55,1989,5.2,4.83
4631,8.55,1989,5.4,4.83
4632,8.84,1989,5.4,4.83
4633,8.84,1989,5.4,4.83
4634,8.84,1989,5.3,4.83
4635,8.84,1989,5.3,4.83
4636,8.84,1989,5.2,4.83
4637,8.84,1989,5.2,4.83
4638,8.84,1989,5.3,4.83
4639,8.84,1989,5.2,4.83
4640,8.84,1989,5.2,4.83
4641,8.84,1989,5.0,4.83
4642,8.84,1989,5.2,4.83
4643,8.84,1989,5.4,4.83
4644,9.02,1989,5.4,4.83
4645,9.02,1989,5.4,4.83
4646,9.02,1989,5.3,4.83
4647,9.02,1989,5.3,4.83
4648,9.02,1989,5.2,4.83
4649,9.02,1989,5.2,4.83
4650,9.02,1989,5.3,4.83
4651,9.02,1989,5.2,4.83
4652,9.02,1989,5.2,4.83
4653,9.02,1989,5.0,4.83
4654,9.02,1989,5.2,4.83
4655,9.02,1989,5.4,4.83
4656,8.99,1989,5.4,4.83
4657,8.99,1989,5.4,4.83
4658,8.99,1989,5.3,4.83
4659,8.99,1989,5.3,4.83
4660,8.99,1989,5.2,4.83
4661,8.99,1989,5.2,4.83
4662,8.99,1989,5.3,4.83
4663,8.99,1989,5.2,4.83
4664,8.99,1989,5.2,4.83
4665,8.99,1989,5.0,4.83
4666,8.99,1989,5.2,4.83
4667,8.99,1989,5.4,4.83
4668,9.24,1989,5.4,4.83
4669,9.24,1989,5.4,4.83
4670,9.24,1989,5.3,4.83
4671,9.24,1989,5.3,4.83
4672,9.24,1989,5.2,4.83
4673,9.24,1989,5.2,4.83
4674,9.24,1989,5.3,4.83
4675,9.24,1989,5.2,4.83
4676,9.24,1989,5.2,4.83
4677,9.24,1989,5.0,4.83
4678,9.24,1989,5.2,4.83
4679,9.24,1989,5.4,4.83
4680,9.53,1989,5.4,4.83
4681,9.53,1989,5.4,4.83
4682,9.53,1989,5.3,4.83
4683,9.53,1989,5.3,4.83
4684,9.53,1989,5.2,4.83
4685,9.53,1989,5.2,4.83
4686,9.53,1989,5.3,4.83
4687,9.53,1989,5.2,4.83
4688,9.53,1989,5.2,4.83
4689,9.53,1989,5.0,4.83
4690,9.53,1989,5.2,4.83
4691,9.53,1989,5.4,4.83
4692,9.81,1989,5.4,4.83
4693,9.81,1989,5.4,4.83
4694,9.81,1989,5.3,4.83
4695,9.81,1989,5.3,4.83
4696,9.81,1989,5.2,4.83
4697,9.81,1989,5.2,4.83
4698,9.81,1989,5.3,4.83
4699,9.81,1989,5.2,4.83
4700,9.81,1989,5.2,4.83
4701,9.81,1989,5.0,4.83
4702,9.81,1989,5.2,4.83
4703,9.81,1989,5.4,4.83
4704,9.84,1989,5.4,4.83
4705,9.84,1989,5.4,4.83
4706,9.84,1989,5.3,4.83
4707,9.84,1989,5.3,4.83
4708,9.84,1989,5.2,4.83
4709,9.84,1989,5.2,4.83
4710,9.84,1989,5.3,4.83
4711,9.84,1989,5.2,4.83
4712,9.84,1989,5.2,4.83
4713,9.84,1989,5.0,4.83
4714,9.84,1989,5.2,4.83
4715,9.84,1989,5.4,4.83
4716,9.85,1989,5.4,4.83
4717,9.85,1989,5.4,4.83
4718,9.85,1989,5.3,4.83
4719,9.85,1989,5.3,4.83
4720,9.85,1989,5.2,4.83
4721,9.85,1989,5.2,4.83
4722,9.85,1989,5.3,4.83
4723,9.85,1989,5.2,4.83
4724,9.85,1989,5.2,4.83
4725,9.85,1989,5.0,4.83
4726,9.85,1989,5.2,4.83
4727,9.85,1989,5.4,4.83
4728,9.36,1989,5.4,4.83
4729,9.36,1989,5.4,4.83
4730,9.36,1989,5.3,4.83
4731,9.36,1989,5.3,4.83
4732,9.36,1989,5.2,4.83
4733,9.36,1989,5.2,4.83
4734,9.36,1989,5.3,4.83
4735,9.36,1989,5.2,4.83
4736,9.36,1989,5.2,4.83
4737,9.36,1989,5.0,4.83
4738,9.36,1989,5.2,4.83
4739,9.36,1989,5.4,4.83
4740,9.12,1989,5.4,4.83
4741,9.12,1989,5.4,4.83
4742,9.12,1989,5.3,4.83
4743,9.12,1989,5.3,4.83
4744,9.12,1989,5.2,4.83
4745,9.12,1989,5.2,4.83
4746,9.12,1989,5.3,4.83
4747,9.12,1989,5.2,4.83
4748,9.12,1989,5.2,4.83
4749,9.12,1989,5.0,4.83
4750,9.12,1989,5.2,4.83
4751,9.12,1989,5.4,4.83
4752,8.76,1988,5.3,4.08
4753,8.76,1988,5.3,4.08
4754,8.76,1988,5.4,4.08
4755,8.76,1988,5.4,4.08
4756,8.76,1988,5.6,4.08
4757,8.76,1988,5.4,4.08
4758,8.76,1988,5.4,4.08
4759,8.76,1988,5.6,4.08
4760,8.76,1988,5.4,4.08
4761,8.76,1988,5.7,4.08
4762,8.76,1988,5.7,4.08
4763,8.76,1988,5.7,4.08
4764,8.35,1988,5.3,4.08
4765,8.35,1988,5.3,4.08
4766,8.35,1988,5.4,4.08
