,state,fy,total_state_support,total_state_and_local_support,total_financial_aid,education_appropriations,general_public_operations,state_public_financial_aid_as_a_percent_of_education_appropriations,net_tuition_and_fee_revenue,student_share,total_education_revenue,student_share,net_fte_enrollment,state_tax_appropriations,state_public_financial_aid,out-of-state_financial_aid,institutional_discounts_and_waivers,tuition_and_fees_used_for_debt_service,gross_fte_enrollment,region,tax_appropriations,non-tax_support,other_state_support,"two-year_
public_operating","four-year_
public_operating","state_
financial_aid"
94,Utah,2020,1226462000,1226462000,36174604.0,1112844946,1083024032.0,0.0267970071726416,829709060,0.427122776219999,1942554006,0.427122776219999,127833,1218282800.0,29820914.0,0.0,152596156.0,0.0,129423.0,Rocky Mountain,1218282800.0,8179200.0,0.0,242140250.0,833968046.0,36174604.0
95,Vermont,2020,113246382,113246382,19470699.0,83837758,57478561.0,0.114468137375525,363037558,0.838289047933456,433069666,0.838289047933456,20562,95465827.0,9596752.0,4775226.0,182819371.0,13805650.0,21037.0,New England,95465827.0,0.0,1018110.0,6268807.0,49892810.0,19470699.0
96,Virginia,2020,2524213585,2547734275,344511871.0,2170046527,1699685972.0,0.125653327985073,2624673047,0.550472619583629,4768035600,0.550472619583629,301730,2300804098.0,272673568.0,170000.0,599779777.0,26683974.0,304658.0,Southeast,2300804098.0,0.0,0.0,412421156.0,1145303116.0,344511871.0
97,Washington,2020,2225826000,2225826000,398776965.0,2066511051,1723255554.0,0.166103876789769,1414866717,0.406409993768881,3481377768,0.406409993768881,228720,2225826000.0,343255497.0,0.0,0.0,0.0,231836.0,Far West,2225826000.0,0.0,0.0,850761000.0,845350519.0,398776965.0
98,West Virginia,2020,532421193,532421193,92440662.0,377363772,285227192.0,0.22460974075699,472987545,0.589961748068215,801725784,0.589961748068215,65445,492421876.0,84759579.0,83471.0,147629304.0,48625533.0,67258.0,Southeast,492421876.0,37995625.0,0.0,64439066.0,211070973.0,92440662.0
99,Wisconsin,2020,1587273503,1846887376,146441290.0,1639862825,1512205689.0,0.0708963976910691,1374000343,0.455893405377055,3013863168,0.455893405377055,206545,1616801934.0,116260367.0,95000.0,170825878.0,0.0,207658.0,Great Lakes,1616801934.0,0.0,0.0,507717847.0,634250292.0,146441290.0
100,Wyoming,2020,383599482,425489235,27298876.0,381224106,353925230.0,0.0716084727338832,74193703,0.163185095757311,454659800,0.163185095757311,21653,354758806.0,27298876.0,0.0,62970244.0,758009.0,21706.0,Rocky Mountain,354758806.0,0.0,28840676.0,125604739.0,182964546.0,27298876.0
101,U.S.,2020,97506363077,109165888226,11384179847.0,94981388392,84763495307.0,0.0948836895687984,73910064937,0.440100056165753,167939230867,0.440100056165753,10924333,91129396949.0,9012184571.0,38422451.0,18878311216.0,952222462.0,11083372.0,U.S.,91129396949.0,4186524968.0,1108291909.0,20256287908.0,45478506211.0,11000698209.0
102,Alabama,2019,1658172942,1659722942,111922813.0,1296365581,1192434142.0,0.0801713964974514,2451162308,0.683949605298059,3583834670,0.683949605298059,202773,1658172942.0,103931439.0,0.0,0.0,163693219.0,213412.0,Southeast,1658172942.0,0.0,0.0,,,111922813.0
103,Alaska,2019,352493923,353293923,18364010.0,317936098,303607485.0,0.0450675877641299,95873240,0.231684573536617,413809338,0.231684573536617,16721,352740965.0,14328613.0,3096400.0,22152769.0,0.0,16721.0,Far West,352740965.0,0.0,0.0,,,18364010.0
104,Arizona,2019,905535354,1837088454,15390000.0,1635158854,1624042154.0,0.00679854435720776,2499110000,0.620045244320213,4030528454,0.620045244320213,292856,782709200.0,11116700.0,4078000.0,900497700.0,103740400.0,293675.0,Southwest,782709200.0,5031700.0,117794454.0,,,15390000.0
105,Arkansas,2019,996489943,1033279173,118070495.0,788120622,689161479.0,0.125563448332151,674418400,0.489249758938262,1378474670,0.489249758938262,113339,897088208.0,98959143.0,5984640.0,147225650.0,84064352.0,116008.0,Southeast,897088208.0,95659432.0,3742303.0,,,118070495.0
106,California,2019,15533844505,18627726505,1359473000.0,17577349904,16324936505.0,0.0712515484893996,5638139542,0.242861110256344,23215489446,0.242861110256344,1610868,15139184505.0,1252413399.0,0.0,2642167881.0,0.0,1626189.0,Far West,15139184505.0,389791000.0,4869000.0,,,1359473000.0
107,Colorado,2019,1000814344,1083837352,197061473.0,927281692,739615026.0,0.202383663582565,2059136789,0.689500417339535,2986418481,0.689500417339535,183744,974138207.0,187666666.0,101043.0,,,190223.0,Rocky Mountain,974138207.0,26676137.0,0.0,,,197061473.0
108,Connecticut,2019,1203274806,1203274806,33812594.0,937939636,909709805.0,0.0300977055627917,1095547027,0.538752993532665,2033486663,0.538752993532665,83793,1203209426.0,28229831.0,0.0,0.0,0.0,84432.0,New England,1203209426.0,0.0,65380.0,,,33812594.0
109,Delaware,2019,247384870,247384870,16351608.0,237825000,222216800.0,0.0656289288342268,713230253,0.753070840782817,947095830,0.753070840782817,36410,247384870.0,15608200.0,490787.0,0.0,3959423.0,36410.0,Mideast,247384870.0,0.0,0.0,,,16351608.0
110,Florida,2019,5360605555,5403015555,1002318800.0,4674951815,3902356062.0,0.165262826992368,1547900336,0.248744514322304,6222852151,0.248744514322304,608960,4144328282.0,772595753.0,0.0,363868087.0,0.0,613778.0,Southeast,4144328282.0,1188353350.0,27923923.0,,,1002318800.0
111,Georgia,2019,3673135156,3673135156,749059909.0,3194255053,2522368648.0,0.210342127930258,1630808661,0.338043830876915,4824252100,0.338043830876915,356348,2885669120.0,671886405.0,652800.0,656606011.0,811614.0,363768.0,Southeast,2885669120.0,744566439.0,42899597.0,,,749059909.0
112,Hawaii,2019,778347851,778347851,6966414.0,674282906,668755406.0,0.00819759770092703,226637321,0.253539254449187,893894405,0.253539254449187,35254,774164369.0,5527500.0,1438914.0,77389261.0,7025822.0,35711.0,Far West,774164369.0,9399587.0,0.0,,,6966414.0
113,Idaho,2019,506524700,538734700,18800100.0,482424935,465901100.0,0.0342516188554806,364969663,0.43069623509684,847394598,0.43069623509684,54421,490081500.0,16523835.0,0.0,100344702.0,0.0,54471.0,Rocky Mountain,490081500.0,0.0,16443200.0,,,18800100.0
114,Illinois,2019,4255316541,5101884821,389744099.0,4693562678,4463605690.0,0.0489941231802168,2347816845,0.34032065958628,6898837255,0.34032065958628,306967,4255316541.0,229956988.0,0.0,794303294.0,142542268.0,312035.0,Great Lakes,4255316541.0,0.0,0.0,,,389744099.0
115,Indiana,2019,1849459088,1849459088,367808184.0,1498728455,1231884952.0,0.17804659817445,2291011074,0.612205409764071,3742226118,0.612205409764071,246300,1841603842.0,266843503.0,0.0,538024917.0,47513411.0,251744.0,Great Lakes,1841603842.0,7855246.0,0.0,,,367808184.0
116,Iowa,2019,815470080,849657588,58910642.0,670881620,660455474.0,0.0155409623533881,1236435513,0.648259008220213,1907317133,0.648259008220213,129387,815470080.0,10426146.0,0.0,0.0,0.0,130978.0,Plains,815470080.0,0.0,0.0,,,58910642.0
117,Kansas,2019,806027217,1086108116,27968330.0,868053598,853200718.0,0.0171105563460841,891584667,0.5066863370353,1759638265,0.5066863370353,132253,793532781.0,14852880.0,107089.0,118869511.0,0.0,135973.0,Plains,793532781.0,12494436.0,0.0,,,27968330.0
118,Kentucky,2019,1157670900,1184359800,255981200.0,929666600,754474200.0,0.188446481781748,1166483884,0.565709832835008,2061982692,0.565709832835008,142003,897111800.0,175192400.0,6742300.0,348414247.0,34167792.0,145370.0,Southeast,897111800.0,256855800.0,3703300.0,,,255981200.0
119,Louisiana,2019,1177144207,1177144207,329059354.0,896726306,594213563.0,0.337352368248691,822724911,0.478481100752276,1719451217,0.478481100752276,163932,1155414207.0,302512743.0,0.0,236595883.0,0.0,169186.0,Southeast,1155414207.0,0.0,21730000.0,,,329059354.0
120,Maine,2019,309050738,309050738,22478008.0,275188528,255736655.0,0.0706856246565627,247132854,0.473143284032741,522321382,0.473143284032741,33947,301170891.0,19451873.0,40690.0,90297011.0,,33947.0,New England,301170891.0,6807614.0,1072233.0,,,22478008.0
121,Maryland,2019,2068804092,2502041111,111334838.0,2137173966,2045257568.0,0.0430083837171354,2004903616,0.484033332623368,4142077582,0.484033332623368,229243,2059691233.0,91916398.0,324333.0,113431201.0,0.0,231327.0,Mideast,2059691233.0,9112859.0,0.0,,,111334838.0
122,Massachusetts,2019,1664231299,1664231299,107149239.0,1564719415,1493623060.0,0.0454371271414179,1077525136,0.407806739763052,2642244551,0.407806739763052,160327,1664231299.0,71096355.0,587013.0,553074273.0,0.0,161481.0,New England,1664231299.0,0.0,0.0,,,107149239.0
123,Michigan,2019,1954421700,2509053415,16056800.0,2342418964,2335208143.0,0.00307836519035286,4620486179,0.663585972249687,6962905143,0.663585972249687,366315,1954421700.0,7210821.0,0.0,838160678.0,,372447.0,Great Lakes,1954421700.0,0.0,0.0,,,16056800.0
124,Minnesota,2019,1631620890,1631620890,209126304.0,1349947820,1216072620.0,0.0991706479440072,1659365495,0.551410013284044,3009313315,0.551410013284044,184367,1630558000.0,133875200.0,0.0,104597211.0,0.0,188703.0,Plains,1630558000.0,0.0,1062890.0,,,209126304.0
125,Mississippi,2019,910906619,971946557,42189919.0,700218827,662706342.0,0.0535725169811808,843449748,0.546393028697886,1543668575,0.546393028697886,129499,907153161.0,37512485.0,662400.0,332052089.0,0.0,131671.0,Southeast,907153161.0,2853458.0,900000.0,,,42189919.0
126,Missouri,2019,998983910,1158879057,126075383.0,1119669934,1018916034.0,0.0899853581314438,1099357756,0.495423180591316,2219027690,0.495423180591316,182499,877324796.0,100753900.0,0.0,376346249.0,0.0,185353.0,Plains,877324796.0,127809700.0,24000000.0,,,126075383.0
127,Montana,2019,244579818,253241900,1554103.0,215798132,214244029.0,0.00720165177333416,261205134,0.547596112266451,477003266,0.547596112266451,36375,240993257.0,1554103.0,0.0,51188895.0,0.0,36375.0,Rocky Mountain,240993257.0,0.0,3586561.0,,,1554103.0
128,Nebraska,2019,762533014,936300515,20360192.0,724407649,708335374.0,0.022186782569437,494025847,0.41129332242898,1201152122,0.41129332242898,75940,733761852.0,16072275.0,0.0,162211917.0,17281374.0,77911.0,Plains,733761852.0,28771162.0,0.0,,,20360192.0
129,Nevada,2019,743977813,744429816,102984691.0,647794309,544809618.0,0.158977455604662,206541269,0.241756605154515,854335578,0.241756605154515,76424,641004408.0,102984691.0,0.0,0.0,0.0,77655.0,Far West,641004408.0,102984691.0,0.0,,,102984691.0
130,New Hampshire,2019,132325626,132325626,3782428.0,119323984,115783556.0,0.0296707156542812,414636909,0.776530480856769,533960893,0.776530480856769,36353,132325626.0,3540428.0,0.0,164448675.0,0.0,36353.0,New England,132325626.0,0.0,0.0,,,3782428.0
131,New Jersey,2019,2526946274,2733025274,497737274.0,2311857274,1952920000.0,0.15525927055997,2138134406,0.480480540134403,4449991680,0.480480540134403,262278,2526946274.0,358937274.0,0.0,896695410.0,0.0,268285.0,Mideast,2526946274.0,0.0,0.0,,,497737274.0
132,New Mexico,2019,868610800,1028398920,28058501.0,888232003,868166349.0,0.0225905550939713,270540673,0.233471740060257,1158772676,0.233471740060257,79980,801100800.0,20065654.0,1795875.0,115114613.0,0.0,80403.0,Southwest,801100800.0,42998700.0,24511300.0,,,28058501.0
133,New York,2019,6114537039,7121025244,1016424602.0,6554128040,5795567438.0,0.115737836882418,3229576626,0.330097517888425,9783704666,0.330097517888425,537124,6114537039.0,758560602.0,0.0,598146854.0,0.0,542694.0,Mideast,6114537039.0,0.0,0.0,,,1016424602.0
134,North Carolina,2019,4317975609,4585257009,313108069.0,3721952721,3579687223.0,0.0382233490493605,1844842862,0.331401222569376,5566795583,0.331401222569376,393922,4295807787.0,142265498.0,0.0,160312267.0,0.0,396618.0,Southeast,4295807787.0,10744733.0,16335000.0,,,313108069.0
135,North Dakota,2019,358491256,358491256,18051963.0,275771197,260392629.0,0.0557656788210554,301382893,0.522187918654445,577154090,0.522187918654445,33781,358491256.0,15378568.0,0.0,64753671.0,0.0,35353.0,Plains,358491256.0,0.0,0.0,,,18051963.0
136,Ohio,2019,2297931327,2498924437,144321950.0,2200542911,2107467056.0,0.0422967689176773,3175041731,0.590641193925786,5375584642,0.590641193925786,386451,2297931327.0,93075855.0,461835.0,1058393093.0,0.0,393141.0,Great Lakes,2297931327.0,0.0,0.0,,,144321950.0
137,Oklahoma,2019,831716742,879546742,113426783.0,680259556,576953579.0,0.151862588461749,906661395,0.571333685164763,1586920951,0.571333685164763,128845,748344084.0,103305977.0,28317.0,240994706.0,0.0,134942.0,Southwest,748344084.0,28363083.0,55009575.0,,,113426783.0
138,Oregon,2019,894466978,1078635205,92918281.0,958928084,872181390.0,0.0904621477328638,1323036499,0.579779593800996,2281964583,0.579779593800996,144290,890346974.0,86746694.0,0.0,126897600.0,0.0,145272.0,Far West,890346974.0,4120004.0,0.0,,,92918281.0
139,Pennsylvania,2019,1760283703,1887029034,322661000.0,1649380403,1444406034.0,0.124273556680545,3649712102,0.688742855225925,5299092505,0.688742855225925,331664,1760283703.0,204974369.0,1912064.0,910440090.0,,333740.0,Mideast,1760283703.0,0.0,0.0,,,322661000.0
140,Rhode Island,2019,196131065,196131065,17617861.0,192170719,178513204.0,0.0710696981885154,285451875,0.597651531954119,477622594,0.597651531954119,31978,196131065.0,13657515.0,0.0,136944184.0,0.0,31978.0,New England,196131065.0,0.0,0.0,,,17617861.0
141,South Carolina,2019,1137336753,1216735811,436256479.0,954601254,616540658.0,0.354138017924707,1693485781,0.67711989141719,2501013192,0.67711989141719,166740,757206034.0,338060596.0,4084627.0,422647282.0,147073843.0,170819.0,Southeast,757206034.0,380130719.0,0.0,,,436256479.0
142,South Dakota,2019,243284466,243284466,11462949.0,196592804,187289139.0,0.047324545002166,265566136,0.593115815374888,447747521,0.593115815374888,32816,237203791.0,9303665.0,642768.0,0.0,14411419.0,33352.0,Plains,237203791.0,4352493.0,2018899.0,,,11462949.0
143,Tennessee,2019,2036136587,2036136587,510074301.0,1610321741,1196476398.0,0.256995439149325,1107447422,0.414141196923454,2674081763,0.414141196923454,184472,1595275300.0,413845343.0,0.0,235134698.0,43687400.0,188711.0,Southeast,1595275300.0,407900000.0,54768087.0,,,510074301.0
144,Texas,2019,7577802811,9426196147,359918518.0,7807980843,7533967472.0,0.0350940116926206,5300951548,0.404377060609405,13108932391,0.404377060609405,1066707,6940259954.0,274013371.0,0.0,2338643479.0,0.0,1075514.0,Southwest,6940259954.0,67074857.0,570468000.0,,,359918518.0
145,Utah,2019,1113971200,1113971200,27707207.0,1017703946,990315889.0,0.0269116152174181,797237115,0.439263363494976,1814941061,0.439263363494976,128102,1105796600.0,27388057.0,0.0,158235956.0,0.0,129610.0,Rocky Mountain,1105796600.0,8174600.0,0.0,,,27707207.0
146,Vermont,2019,92436355,92436355,20168796.0,62651505,52732882.0,0.158314201709919,365317927,0.882862703441956,413787926,0.882862703441956,20458,91431823.0,9918623.0,4799195.0,170015603.0,14181506.0,20922.0,New England,91431823.0,0.0,1004532.0,,,20168796.0
147,Virginia,2019,2121187648,2144122344,311309200.0,1827685990,1582929455.0,0.133916075485155,2595650993,0.590166348907461,4398168411,0.590166348907461,302019,2121187648.0,244756535.0,170000.0,555329922.0,25168572.0,305008.0,Southeast,2121187648.0,0.0,0.0,,,311309200.0
148,Washington,2019,2037559000,2037559000,347643191.0,1885359469,1585722328.0,0.158928387889302,1359918859,0.41904537039758,3245278328,0.41904537039758,235981,2037559000.0,299637141.0,0.0,0.0,0.0,239017.0,Far West,2037559000.0,0.0,0.0,,,347643191.0
149,West Virginia,2019,491888995,491888995,89920743.0,332957675,251090701.0,0.24587802038202,484818625,0.638025339479445,759873621,0.638025339479445,66577,454073317.0,81866974.0,71400.0,145756669.0,57902679.0,68391.0,Southeast,454073317.0,37815678.0,0.0,,,89920743.0
150,Wisconsin,2019,1573280133,1821745348,149526821.0,1614160999,1496215885.0,0.0730689900654699,1356972814,0.456718848563015,2971133813,0.456718848563015,209654,1573280133.0,117945114.0,49170.0,164838344.0,0.0,210761.0,Great Lakes,1573280133.0,0.0,0.0,,,149526821.0
151,Wyoming,2019,399063271,433635117,28586995.0,386469468,357925306.0,0.0738587763419386,79445480,0.170810407808616,465109129,0.170810407808616,22194,370021790.0,28544162.0,42833.0,50781832.0,805819.0,22237.0,Rocky Mountain,370021790.0,0.0,29041481.0,,,28586995.0
152,U.S.,2019,92690185513,103924751387,10697056414.0,90627881483,82221093223.0,0.0927616106923668,73212814139,0.449343992929589,162932664709,0.449343992929589,10993651,87723172767.0,8406788260.0,38364493.0,18282344385.0,908030913.0,11150075.0,U.S.,87723172767.0,4006697478.0,1022949715.0,,,10697056414.0
153,Alabama,2018,1599326154,1599361962,117565711.0,1196077494,1083812162.0,0.0938612527726402,2486847711,0.703375281132056,3535591565,0.703375281132056,202506,1599326154.0,112265332.0,0.0,0.0,147333640.0,212507.0,Southeast,1599326154.0,0.0,0.0,,,117565711.0
154,Alaska,2018,344044814,344924814,19231811.0,310115228,294882865.0,0.0491183973719601,97590916,0.23936582128132,407706144,0.23936582128132,17555,344167339.0,15232363.0,3014800.0,21264197.0,0.0,17555.0,Far West,344167339.0,0.0,0.0,,,19231811.0
155,Arizona,2018,875132863,1766602763,15394000.0,1565514163,1554397463.0,0.00710098973406732,2396817800,0.618812424677952,3873254163,0.618812424677952,290816,759906200.0,11116700.0,4082000.0,843132800.0,89077800.0,291633.0,Southwest,759906200.0,4937900.0,110288763.0,,,15394000.0
156,Arkansas,2018,982187681,1017261344,121772555.0,771608069,670203175.0,0.131420209396488,663851140,0.495050633801496,1340976245,0.495050633801496,114859,884047886.0,101404894.0,5676474.0,147329043.0,94482964.0,118004.0,Southeast,884047886.0,93171032.0,4968763.0,,,121772555.0
157,California,2018,14408253770,17388634742,1319042000.0,16262243498,15050527742.0,0.0745109834414312,5854384550,0.264705114056906,22116628048,0.264705114056906,1607643,13874587770.0,1211715756.0,0.0,2554842077.0,0.0,1622840.0,Far West,13874587770.0,528810000.0,4856000.0,,,1319042000.0
158,Colorado,2018,900535300,982259094,155699125.0,837069999,691581843.0,0.173806439334591,2005667093,0.705540831983488,2842737092,0.705540831983488,183875,873597876.0,145488156.0,62560.0,,,190425.0,Rocky Mountain,873597876.0,26937424.0,0.0,,,155699125.0
159,Connecticut,2018,1228902876,1228902876,35700818.0,925304465,894980134.0,0.0327722735024304,1087564847,0.540305741915946,2012869312,0.540305741915946,86008,1228852128.0,30324331.0,0.0,0.0,0.0,86618.0,New England,1228852128.0,0.0,50748.0,,,35700818.0
160,Delaware,2018,237069500,237069500,14942286.0,227252682,213166582.0,0.061984306966287,683250735,0.755166478755217,904768358,0.755166478755217,36073,237069500.0,14086100.0,546398.0,0.0,5735059.0,36073.0,Mideast,237069500.0,0.0,0.0,,,14942286.0
